08/31/19 172
09/01/19 171
09/02/19 172.5
09/11/19 174.5
09/14/19 172.5
09/17/19 171
09/24/19 172.5
09/27/19 172.5
09/30/19 172.5
10/04/19 170
10/08/19 171.5
10/30/19 172
11/16/19 170.5
12/22/19 169.5
01/03/20 169.5
02/17/20 166
02/20/20 165
02/21/20 164.5
02/23/20 164
02/29/20 164
03/04/20 162
03/10/20 162.5
03/13/20 165.5
03/24/20 163.5
03/30/20 161.5
